"formula","robust_errors","log","t","p"
"economic_growth ~ gdp_level + economic_freedom + population + trade + gov_size + e_polity2","HC0",TRUE,0.601621702563833,0.547479712996635
"economic_growth ~ gdp_level + economic_freedom + population + trade + conflict + e_polity2","HC0",TRUE,0.224151702778798,0.822650566678973
"economic_growth ~ gdp_level + economic_freedom + population + gov_size + conflict + e_polity2","HC0",TRUE,1.96342668909038,0.0497570449048088
"economic_growth ~ gdp_level + economic_freedom + inflation + life_expectancy + enrollment + e_polity2","HC0",TRUE,0.644124622716861,0.51953937669701
"economic_growth ~ gdp_level + economic_freedom + inflation + life_expectancy + physical_capital + e_polity2","HC0",TRUE,0.90591738255595,0.365032353317341
"economic_growth ~ gdp_level + economic_freedom + inflation + life_expectancy + trade + e_polity2","HC0",TRUE,0.804480328559037,0.421157323866373
"economic_growth ~ gdp_level + economic_freedom + inflation + life_expectancy + gov_size + e_polity2","HC0",TRUE,1.19284292232781,0.233041917534024
"economic_growth ~ gdp_level + economic_freedom + inflation + life_expectancy + conflict + e_polity2","HC0",TRUE,-0.553718983005396,0.579805024961297
"economic_growth ~ gdp_level + economic_freedom + inflation + enrollment + physical_capital + e_polity2","HC0",TRUE,1.55437665690005,0.120210893649065
"economic_growth ~ gdp_level + economic_freedom + inflation + enrollment + trade + e_polity2","HC0",TRUE,0.76738390502924,0.442911343161847
"economic_growth ~ gdp_level + economic_freedom + inflation + enrollment + gov_size + e_polity2","HC0",TRUE,0.715831384708069,0.47418460524901
"economic_growth ~ gdp_level + economic_freedom + inflation + enrollment + conflict + e_polity2","HC0",TRUE,0.050254122457989,0.959924552735178
"economic_growth ~ gdp_level + economic_freedom + inflation + physical_capital + trade + e_polity2","HC0",TRUE,1.18566697364084,0.235822318850488
"economic_growth ~ gdp_level + economic_freedom + inflation + physical_capital + gov_size + e_polity2","HC0",TRUE,2.94737325353472,0.00323906544989241
"economic_growth ~ gdp_level + economic_freedom + inflation + physical_capital + conflict + e_polity2","HC0",TRUE,0.916551150476865,0.359454473110529
"economic_growth ~ gdp_level + economic_freedom + inflation + trade + gov_size + e_polity2","HC0",TRUE,2.25401471193858,0.024282342465973
"economic_growth ~ gdp_level + economic_freedom + inflation + trade + conflict + e_polity2","HC0",TRUE,0.675752831311301,0.499243721123786
"economic_growth ~ gdp_level + economic_freedom + inflation + gov_size + conflict + e_polity2","HC0",TRUE,3.44522935277108,0.000584660836408776
"economic_growth ~ gdp_level + economic_freedom + life_expectancy + enrollment + physical_capital + e_polity2","HC0",TRUE,1.10209362082713,0.270509942962124
"economic_growth ~ gdp_level + economic_freedom + life_expectancy + enrollment + trade + e_polity2","HC0",TRUE,0.357838046232218,0.72048582024651
"economic_growth ~ gdp_level + economic_freedom + life_expectancy + enrollment + gov_size + e_polity2","HC0",TRUE,0.901830169659964,0.36726038125207
"economic_growth ~ gdp_level + economic_freedom + life_expectancy + enrollment + conflict + e_polity2","HC0",TRUE,0.0874665942512836,0.930307595267793
"economic_growth ~ gdp_level + economic_freedom + life_expectancy + physical_capital + trade + e_polity2","HC0",TRUE,0.189006932094432,0.850095660756766
"economic_growth ~ gdp_level + economic_freedom + life_expectancy + physical_capital + gov_size + e_polity2","HC0",TRUE,0.955136514844157,0.339612469800774
"economic_growth ~ gdp_level + economic_freedom + life_expectancy + physical_capital + conflict + e_polity2","HC0",TRUE,0.0479593554963965,0.961751528316684
"economic_growth ~ gdp_level + economic_freedom + life_expectancy + trade + gov_size + e_polity2","HC0",TRUE,0.512031826838009,0.608673285171456
"economic_growth ~ gdp_level + economic_freedom + life_expectancy + trade + conflict + e_polity2","HC0",TRUE,-0.296488710752864,0.76687208611524
"economic_growth ~ gdp_level + economic_freedom + life_expectancy + gov_size + conflict + e_polity2","HC0",TRUE,1.67622752402648,0.0938748423755808
"economic_growth ~ gdp_level + economic_freedom + enrollment + physical_capital + trade + e_polity2","HC0",TRUE,0.826681435142707,0.40848450455263
"economic_growth ~ gdp_level + economic_freedom + enrollment + physical_capital + gov_size + e_polity2","HC0",TRUE,1.32075539378775,0.186758023699308
"economic_growth ~ gdp_level + economic_freedom + enrollment + physical_capital + conflict + e_polity2","HC0",TRUE,0.263665087220679,0.792063856775638
"economic_growth ~ gdp_level + economic_freedom + enrollment + trade + gov_size + e_polity2","HC0",TRUE,1.66651852978182,0.0957783680860697
"economic_growth ~ gdp_level + economic_freedom + enrollment + trade + conflict + e_polity2","HC0",TRUE,0.153935777660837,0.877673124837535
"economic_growth ~ gdp_level + economic_freedom + enrollment + gov_size + conflict + e_polity2","HC0",TRUE,1.42508827980783,0.154372643102854
"economic_growth ~ gdp_level + economic_freedom + physical_capital + trade + gov_size + e_polity2","HC0",TRUE,1.13087544249774,0.258230505146906
"economic_growth ~ gdp_level + economic_freedom + physical_capital + trade + conflict + e_polity2","HC0",TRUE,0.212339549099397,0.831855273242712
"economic_growth ~ gdp_level + economic_freedom + physical_capital + gov_size + conflict + e_polity2","HC0",TRUE,4.58675212976844,0.00000486243319647012
"economic_growth ~ gdp_level + economic_freedom + trade + gov_size + conflict + e_polity2","HC0",TRUE,3.43005725806521,0.000617787254997445
"economic_growth ~ gdp_level + inequality + population + inflation + life_expectancy + e_polity2","HC0",TRUE,1.53346533658752,0.125425488468375
"economic_growth ~ gdp_level + inequality + population + inflation + enrollment + e_polity2","HC0",TRUE,1.69871545441062,0.0897188102954055
"economic_growth ~ gdp_level + inequality + population + inflation + physical_capital + e_polity2","HC0",TRUE,1.07399305009854,0.283064805271059
"economic_growth ~ gdp_level + inequality + population + inflation + trade + e_polity2","HC0",TRUE,1.54989377153461,0.121434932387843
"economic_growth ~ gdp_level + inequality + population + inflation + gov_size + e_polity2","HC0",TRUE,1.53247699857379,0.12577295839083
"economic_growth ~ gdp_level + inequality + population + inflation + conflict + e_polity2","HC0",TRUE,1.09092197643712,0.27564758151905
"economic_growth ~ gdp_level + inequality + population + life_expectancy + enrollment + e_polity2","HC0",TRUE,2.13252149557172,0.0332234296791621
"economic_growth ~ gdp_level + inequality + population + life_expectancy + physical_capital + e_polity2","HC0",TRUE,1.22432887726074,0.221081581745087
"economic_growth ~ gdp_level + inequality + population + life_expectancy + trade + e_polity2","HC0",TRUE,1.53394467498761,0.125298765527221
"economic_growth ~ gdp_level + inequality + population + life_expectancy + gov_size + e_polity2","HC0",TRUE,1.60962304565352,0.107840450420669
"economic_growth ~ gdp_level + inequality + population + life_expectancy + conflict + e_polity2","HC0",TRUE,1.05779115190174,0.290462558699781
"economic_growth ~ gdp_level + inequality + population + enrollment + physical_capital + e_polity2","HC0",TRUE,1.72407913307032,0.0850443552467516
"economic_growth ~ gdp_level + inequality + population + enrollment + trade + e_polity2","HC0",TRUE,1.75209463869273,0.0800874524404164
"economic_growth ~ gdp_level + inequality + population + enrollment + gov_size + e_polity2","HC0",TRUE,1.63723573207648,0.1020127852986
"economic_growth ~ gdp_level + inequality + population + enrollment + conflict + e_polity2","HC0",TRUE,1.47255151260426,0.141377007302503
"economic_growth ~ gdp_level + inequality + population + physical_capital + trade + e_polity2","HC0",TRUE,0.957124396844021,0.338708112709593
"economic_growth ~ gdp_level + inequality + population + physical_capital + gov_size + e_polity2","HC0",TRUE,1.28417272754863,0.199451903825854
"economic_growth ~ gdp_level + inequality + population + physical_capital + conflict + e_polity2","HC0",TRUE,0.821207181797419,0.411789567170515
"economic_growth ~ gdp_level + inequality + population + trade + gov_size + e_polity2","HC0",TRUE,1.7696378424074,0.0771373294945311
"economic_growth ~ gdp_level + inequality + population + trade + conflict + e_polity2","HC0",TRUE,1.34080891484957,0.180356081576805
"economic_growth ~ gdp_level + inequality + population + gov_size + conflict + e_polity2","HC0",TRUE,1.33195749676222,0.183399119556874
"economic_growth ~ gdp_level + inequality + inflation + life_expectancy + enrollment + e_polity2","HC0",TRUE,2.34780720259687,0.0191002417010849
"economic_growth ~ gdp_level + inequality + inflation + life_expectancy + physical_capital + e_polity2","HC0",TRUE,2.24158794010818,0.0251897251322775
"economic_growth ~ gdp_level + inequality + inflation + life_expectancy + trade + e_polity2","HC0",TRUE,2.64635214879723,0.00824466440440526
"economic_growth ~ gdp_level + inequality + inflation + life_expectancy + gov_size + e_polity2","HC0",TRUE,1.92598956688679,0.0544354175106987
"economic_growth ~ gdp_level + inequality + inflation + life_expectancy + conflict + e_polity2","HC0",TRUE,1.54066346015381,0.123808484868327
"economic_growth ~ gdp_level + inequality + inflation + enrollment + physical_capital + e_polity2","HC0",TRUE,2.10670577462624,0.0354373486660193
"economic_growth ~ gdp_level + inequality + inflation + enrollment + trade + e_polity2","HC0",TRUE,2.40836087267763,0.016226491962551
"economic_growth ~ gdp_level + inequality + inflation + enrollment + gov_size + e_polity2","HC0",TRUE,2.03360416365538,0.0423587381630359
"economic_growth ~ gdp_level + inequality + inflation + enrollment + conflict + e_polity2","HC0",TRUE,1.57561657927636,0.11564930945914
"economic_growth ~ gdp_level + inequality + inflation + physical_capital + trade + e_polity2","HC0",TRUE,2.41797463523653,0.0157715280998038
"economic_growth ~ gdp_level + inequality + inflation + physical_capital + gov_size + e_polity2","HC0",TRUE,2.30741472081595,0.021290695762071
"economic_growth ~ gdp_level + inequality + inflation + physical_capital + conflict + e_polity2","HC0",TRUE,1.56261714626878,0.118591420679131
"economic_growth ~ gdp_level + inequality + inflation + trade + gov_size + e_polity2","HC0",TRUE,2.28976754267395,0.0222779103353004
"economic_growth ~ gdp_level + inequality + inflation + trade + conflict + e_polity2","HC0",TRUE,2.15647384152638,0.0313564537395602
"economic_growth ~ gdp_level + inequality + inflation + gov_size + conflict + e_polity2","HC0",TRUE,1.71499865810138,0.0868957377872331
"economic_growth ~ gdp_level + inequality + life_expectancy + enrollment + physical_capital + e_polity2","HC0",TRUE,2.26508839649412,0.0237493777526552
"economic_growth ~ gdp_level + inequality + life_expectancy + enrollment + trade + e_polity2","HC0",TRUE,2.2978654698501,0.0217908863534702
"economic_growth ~ gdp_level + inequality + life_expectancy + enrollment + gov_size + e_polity2","HC0",TRUE,1.88122408291373,0.0603397356683186
"economic_growth ~ gdp_level + inequality + life_expectancy + enrollment + conflict + e_polity2","HC0",TRUE,1.63376070203004,0.102814316943658
"economic_growth ~ gdp_level + inequality + life_expectancy + physical_capital + trade + e_polity2","HC0",TRUE,1.86831272043666,0.0619757470699965
"economic_growth ~ gdp_level + inequality + life_expectancy + physical_capital + gov_size + e_polity2","HC0",TRUE,2.01711244220738,0.0440161006809667
"economic_growth ~ gdp_level + inequality + life_expectancy + physical_capital + conflict + e_polity2","HC0",TRUE,1.15808015816772,0.24720046003333
"economic_growth ~ gdp_level + inequality + life_expectancy + trade + gov_size + e_polity2","HC0",TRUE,2.12462878219164,0.0338986653130182
"economic_growth ~ gdp_level + inequality + life_expectancy + trade + conflict + e_polity2","HC0",TRUE,1.70528020037914,0.088523238565185
"economic_growth ~ gdp_level + inequality + life_expectancy + gov_size + conflict + e_polity2","HC0",TRUE,1.44827112417856,0.148083465540866
"economic_growth ~ gdp_level + inequality + enrollment + physical_capital + trade + e_polity2","HC0",TRUE,2.13036653506194,0.0334184599982875
"economic_growth ~ gdp_level + inequality + enrollment + physical_capital + gov_size + e_polity2","HC0",TRUE,1.78707391212515,0.0743650348329691
"economic_growth ~ gdp_level + inequality + enrollment + physical_capital + conflict + e_polity2","HC0",TRUE,1.2141334068942,0.225184190026479
"economic_growth ~ gdp_level + inequality + enrollment + trade + gov_size + e_polity2","HC0",TRUE,2.18219315822975,0.0294160214679817
"economic_growth ~ gdp_level + inequality + enrollment + trade + conflict + e_polity2","HC0",TRUE,1.77687645935185,0.0760764368885258
"economic_growth ~ gdp_level + inequality + enrollment + gov_size + conflict + e_polity2","HC0",TRUE,1.72141408158494,0.0858160259421124
"economic_growth ~ gdp_level + inequality + physical_capital + trade + gov_size + e_polity2","HC0",TRUE,2.54568837364078,0.0110923205782745
"economic_growth ~ gdp_level + inequality + physical_capital + trade + conflict + e_polity2","HC0",TRUE,1.74769780648043,0.0809261408604549
"economic_growth ~ gdp_level + inequality + physical_capital + gov_size + conflict + e_polity2","HC0",TRUE,1.18337902098135,0.237190486574979
"economic_growth ~ gdp_level + inequality + trade + gov_size + conflict + e_polity2","HC0",TRUE,1.85076959168656,0.0647127135285488
"economic_growth ~ gdp_level + population + inflation + life_expectancy + enrollment + e_polity2","HC0",TRUE,1.27948009462619,0.20081796756707
"economic_growth ~ gdp_level + population + inflation + life_expectancy + physical_capital + e_polity2","HC0",TRUE,0.676714083856722,0.498625221775437
"economic_growth ~ gdp_level + population + inflation + life_expectancy + trade + e_polity2","HC0",TRUE,0.824832113004973,0.409505693911743
"economic_growth ~ gdp_level + population + inflation + life_expectancy + gov_size + e_polity2","HC0",TRUE,1.34039707275288,0.180235740637362
"economic_growth ~ gdp_level + population + inflation + life_expectancy + conflict + e_polity2","HC0",TRUE,-0.060617547960441,0.951667109396017
"economic_growth ~ gdp_level + population + inflation + enrollment + physical_capital + e_polity2","HC0",TRUE,1.26317221624057,0.206635520767967
"economic_growth ~ gdp_level + population + inflation + enrollment + trade + e_polity2","HC0",TRUE,0.623369936375281,0.533087000582776
"economic_growth ~ gdp_level + population + inflation + enrollment + gov_size + e_polity2","HC0",TRUE,0.913844613578007,0.360915994599632
"economic_growth ~ gdp_level + population + inflation + enrollment + conflict + e_polity2","HC0",TRUE,0.127810117254399,0.898311201725853
"economic_growth ~ gdp_level + population + inflation + physical_capital + trade + e_polity2","HC0",TRUE,0.37093041460282,0.710708459632874
"economic_growth ~ gdp_level + population + inflation + physical_capital + gov_size + e_polity2","HC0",TRUE,1.67777327717141,0.0935354383270759
"economic_growth ~ gdp_level + population + inflation + physical_capital + conflict + e_polity2","HC0",TRUE,0.635694786080526,0.525025778299556
"economic_growth ~ gdp_level + population + inflation + trade + gov_size + e_polity2","HC0",TRUE,1.406558373782,0.159683877949722
"economic_growth ~ gdp_level + population + inflation + trade + conflict + e_polity2","HC0",TRUE,0.698172999885851,0.485116938543056
"economic_growth ~ gdp_level + population + inflation + gov_size + conflict + e_polity2","HC0",TRUE,1.96730246365915,0.0493132557464935
"economic_growth ~ gdp_level + population + life_expectancy + enrollment + physical_capital + e_polity2","HC0",TRUE,1.71433012451357,0.0865720594884097
"economic_growth ~ gdp_level + population + life_expectancy + enrollment + trade + e_polity2","HC0",TRUE,1.50132603330491,0.133360314979605
"economic_growth ~ gdp_level + population + life_expectancy + enrollment + gov_size + e_polity2","HC0",TRUE,1.40765686689487,0.159394827941808
"economic_growth ~ gdp_level + population + life_expectancy + enrollment + conflict + e_polity2","HC0",TRUE,1.33295293207659,0.182667889130043
"economic_growth ~ gdp_level + population + life_expectancy + physical_capital + trade + e_polity2","HC0",TRUE,0.0540175302421576,0.956923526032277
"economic_growth ~ gdp_level + population + life_expectancy + physical_capital + gov_size + e_polity2","HC0",TRUE,0.803703219583873,0.42165428567185
"economic_growth ~ gdp_level + population + life_expectancy + physical_capital + conflict + e_polity2","HC0",TRUE,0.366434527979735,0.714064279313879
"economic_growth ~ gdp_level + population + life_expectancy + trade + gov_size + e_polity2","HC0",TRUE,0.584985169291699,0.558609690330039
"economic_growth ~ gdp_level + population + life_expectancy + trade + conflict + e_polity2","HC0",TRUE,0.855043867063352,0.392577427971276
"economic_growth ~ gdp_level + population + life_expectancy + gov_size + conflict + e_polity2","HC0",TRUE,1.7698704281261,0.0769253523790508
"economic_growth ~ gdp_level + population + enrollment + physical_capital + trade + e_polity2","HC0",TRUE,0.955218842105539,0.339545306319971
"economic_growth ~ gdp_level + population + enrollment + physical_capital + gov_size + e_polity2","HC0",TRUE,1.5551844223835,0.120085484051407
"economic_growth ~ gdp_level + population + enrollment + physical_capital + conflict + e_polity2","HC0",TRUE,0.875728900995831,0.381277535541377
"economic_growth ~ gdp_level + population + enrollment + trade + gov_size + e_polity2","HC0",TRUE,1.75194409014686,0.0799480317824184
"economic_growth ~ gdp_level + population + enrollment + trade + conflict + e_polity2","HC0",TRUE,1.15801501443743,0.246971430256857
"economic_growth ~ gdp_level + population + enrollment + gov_size + conflict + e_polity2","HC0",TRUE,1.66786578591754,0.0955841349456565
"economic_growth ~ gdp_level + population + physical_capital + trade + gov_size + e_polity2","HC0",TRUE,0.638742545019857,0.523056769422623
"economic_growth ~ gdp_level + population + physical_capital + trade + conflict + e_polity2","HC0",TRUE,0.0498286553470644,0.960261950586017
"economic_growth ~ gdp_level + population + physical_capital + gov_size + conflict + e_polity2","HC0",TRUE,2.08021060273224,0.0376694269013691
"economic_growth ~ gdp_level + population + trade + gov_size + conflict + e_polity2","HC0",TRUE,1.91522873907793,0.0556298896037725
"economic_growth ~ gdp_level + inflation + life_expectancy + enrollment + physical_capital + e_polity2","HC0",TRUE,1.40140512672819,0.161207006684112
"economic_growth ~ gdp_level + inflation + life_expectancy + enrollment + trade + e_polity2","HC0",TRUE,0.641612402377472,0.521171994808436
"economic_growth ~ gdp_level + inflation + life_expectancy + enrollment + gov_size + e_polity2","HC0",TRUE,1.26617963953588,0.205606060798321
"economic_growth ~ gdp_level + inflation + life_expectancy + enrollment + conflict + e_polity2","HC0",TRUE,0.344686305606222,0.730363942955559
"economic_growth ~ gdp_level + inflation + life_expectancy + physical_capital + trade + e_polity2","HC0",TRUE,0.246853185574227,0.805034164522432
"economic_growth ~ gdp_level + inflation + life_expectancy + physical_capital + gov_size + e_polity2","HC0",TRUE,2.39696085388263,0.0166158421253238
"economic_growth ~ gdp_level + inflation + life_expectancy + physical_capital + conflict + e_polity2","HC0",TRUE,0.192852339962396,0.847088181215844
"economic_growth ~ gdp_level + inflation + life_expectancy + trade + gov_size + e_polity2","HC0",TRUE,1.51955918882086,0.12874947851383
"economic_growth ~ gdp_level + inflation + life_expectancy + trade + conflict + e_polity2","HC0",TRUE,0.176974729239322,0.859538821007003
"economic_growth ~ gdp_level + inflation + life_expectancy + gov_size + conflict + e_polity2","HC0",TRUE,1.97054872610489,0.0489400721388923
"economic_growth ~ gdp_level + inflation + enrollment + physical_capital + trade + e_polity2","HC0",TRUE,1.05835740351082,0.28998720683281
"economic_growth ~ gdp_level + inflation + enrollment + physical_capital + gov_size + e_polity2","HC0",TRUE,1.66215005120801,0.0966680322046861
"economic_growth ~ gdp_level + inflation + enrollment + physical_capital + conflict + e_polity2","HC0",TRUE,0.65741497867206,0.51099460003047
"economic_growth ~ gdp_level + inflation + enrollment + trade + gov_size + e_polity2","HC0",TRUE,1.66353135938873,0.0963779972940181
"economic_growth ~ gdp_level + inflation + enrollment + trade + conflict + e_polity2","HC0",TRUE,0.481215997820859,0.630413343039719
"economic_growth ~ gdp_level + inflation + enrollment + gov_size + conflict + e_polity2","HC0",TRUE,1.21238803610119,0.225590435410179
"economic_growth ~ gdp_level + inflation + physical_capital + trade + gov_size + e_polity2","HC0",TRUE,2.69129104241022,0.00717266547578786
"economic_growth ~ gdp_level + inflation + physical_capital + trade + conflict + e_polity2","HC0",TRUE,0.615621662171727,0.538192794931525
"economic_growth ~ gdp_level + inflation + physical_capital + gov_size + conflict + e_polity2","HC0",TRUE,5.01562858979033,0.000000591066812206441
"economic_growth ~ gdp_level + inflation + trade + gov_size + conflict + e_polity2","HC0",TRUE,3.92231997172821,0.0000912741977584039
"economic_growth ~ gdp_level + life_expectancy + enrollment + physical_capital + trade + e_polity2","HC0",TRUE,0.980279162576102,0.327028721700872
"economic_growth ~ gdp_level + life_expectancy + enrollment + physical_capital + gov_size + e_polity2","HC0",TRUE,1.89654249856001,0.0580551770067002
"economic_growth ~ gdp_level + life_expectancy + enrollment + physical_capital + conflict + e_polity2","HC0",TRUE,0.98549476216014,0.324494576498368
"economic_growth ~ gdp_level + life_expectancy + enrollment + trade + gov_size + e_polity2","HC0",TRUE,1.84719113978167,0.0648779930953763
"economic_growth ~ gdp_level + life_expectancy + enrollment + trade + conflict + e_polity2","HC0",TRUE,0.992680022465281,0.320964504935213
"economic_growth ~ gdp_level + life_expectancy + enrollment + gov_size + conflict + e_polity2","HC0",TRUE,1.76807563223768,0.0772836805106972
"economic_growth ~ gdp_level + life_expectancy + physical_capital + trade + gov_size + e_polity2","HC0",TRUE,0.837745249090594,0.40226458802048
"economic_growth ~ gdp_level + life_expectancy + physical_capital + trade + conflict + e_polity2","HC0",TRUE,0.0700114913087194,0.944188760561496
"economic_growth ~ gdp_level + life_expectancy + physical_capital + gov_size + conflict + e_polity2","HC0",TRUE,2.24275115841399,0.0250530787131403
"economic_growth ~ gdp_level + life_expectancy + trade + gov_size + conflict + e_polity2","HC0",TRUE,2.04307214367816,0.0411982281675928
"economic_growth ~ gdp_level + enrollment + physical_capital + trade + gov_size + e_polity2","HC0",TRUE,1.69787984774772,0.0897125970043155
"economic_growth ~ gdp_level + enrollment + physical_capital + trade + conflict + e_polity2","HC0",TRUE,0.592980718016275,0.553258090580915
"economic_growth ~ gdp_level + enrollment + physical_capital + gov_size + conflict + e_polity2","HC0",TRUE,1.80904630201554,0.0706908925509869
"economic_growth ~ gdp_level + enrollment + trade + gov_size + conflict + e_polity2","HC0",TRUE,2.0730948842425,0.0383628320471794
"economic_growth ~ gdp_level + physical_capital + trade + gov_size + conflict + e_polity2","HC0",TRUE,4.39437489962465,0.0000118604254380807
"economic_growth ~ economic_freedom + inequality + population + inflation + life_expectancy + e_polity2","HC0",TRUE,1.74333489043793,0.0815316703631331
"economic_growth ~ economic_freedom + inequality + population + inflation + enrollment + e_polity2","HC0",TRUE,1.72262473580243,0.0852999365943861
"economic_growth ~ economic_freedom + inequality + population + inflation + physical_capital + e_polity2","HC0",TRUE,1.13590038395526,0.256249094787972
"economic_growth ~ economic_freedom + inequality + population + inflation + trade + e_polity2","HC0",TRUE,1.89121792783795,0.0588395880170887
